Date,Close,MA50,MA200,Volatility
2019-09-06,2613.0,2735.62,2785.7,191.029783439443
2019-09-09,2642.0,2730.82,2783.31,186.1642582089369
2019-09-10,2778.0,2729.22,2782.0,182.57656557962625
2019-09-11,2880.0,2728.02,2781.97,180.7635147806743
2019-09-12,2835.0,2726.14,2781.97,176.35864711942565
2019-09-13,2703.0,2722.84,2781.05,166.63284714343527
2019-09-17,2707.0,2718.88,2780.83,157.16861141396575
2019-09-18,2615.0,2712.66,2780.15,148.3791702393589
2019-09-19,2536.0,2705.68,2779.08,142.10962257210934
2019-09-20,2621.0,2700.16,2778.435,132.37463815847582
2019-09-24,2733.0,2697.58,2778.735,117.5182108656301
2019-09-25,2670.0,2694.34,2778.835,116.90619090221699
2019-09-26,2670.0,2691.58,2778.265,113.17182542031705
2019-09-27,2623.0,2687.76,2777.55,112.98186712411761
2019-09-30,2685.0,2684.94,2777.35,112.77413598484189
2019-10-01,2676.0,2684.9,2777.1,111.30742867464896
2019-10-02,2653.0,2682.14,2777.005,111.0934627746633
2019-10-03,2531.0,2676.34,2776.45,111.06690538259134
2019-10-04,2491.0,2670.34,2775.83,112.33008112895637
2019-10-07,2528.0,2664.62,2775.63,113.01789605008294
2019-10-08,2532.0,2658.16,2775.76,113.84815961743526
2019-10-09,2411.0,2648.64,2774.815,118.88345012088459
2019-10-10,2380.0,2638.56,2773.565,118.27464628577066
2019-10-11,2327.0,2626.74,2771.99,126.69803453102256
2019-10-15,2257.0,2613.26,2770.885,139.09125839146313
2019-10-16,2275.0,2599.62,2770.66,149.7930718284973
2019-10-17,2275.0,2586.34,2771.47,160.45575893284092
2019-10-18,2312.0,2574.54,2772.93,167.73182276424902
2019-10-21,2322.0,2563.88,2774.43,173.69304739293702
2019-10-23,2301.0,2552.26,2776.64,179.51024047887364
2019-10-24,2343.0,2540.1,2779.06,183.11668285612689
2019-10-25,2474.0,2535.72,2782.83,182.57596120299328
2019-10-28,2499.0,2537.3,2786.685,176.95568962866258
2019-10-29,2542.0,2536.98,2790.26,164.12078885179332
2019-10-30,2476.0,2536.2,2793.43,152.88052581154815
2019-10-31,2451.0,2535.38,2796.475,148.52130928034035
2019-11-01,2530.0,2534.76,2799.88,143.32436085255992
2019-11-05,2561.0,2535.38,2802.965,142.05068303857556
2019-11-06,2574.0,2536.26,2805.63,142.64778986729763
2019-11-07,2535.0,2535.76,2807.955,140.79242485500933
2019-11-08,2057.0,2525.3,2808.185,153.71502592591304
2019-11-11,2147.0,2517.54,2809.03,159.26402570907018
2019-11-12,2126.0,2512.64,2809.275,164.00681230595447
2019-11-13,2170.0,2506.6,2809.83,166.44128093715818
2019-11-14,2179.0,2501.16,2810.08,163.7213956766217
2019-11-15,2301.0,2497.48,2810.565,155.87889493148066
2019-11-18,2248.0,2490.68,2810.89,149.29676148030777
2019-11-19,2302.0,2485.38,2811.6,146.7099883772654
2019-11-20,2329.0,2481.32,2812.73,144.8515054139647
2019-11-21,2302.0,2474.56,2813.24,141.5885085278062
2019-11-22,2329.0,2468.88,2813.32,137.4433425590171
2019-11-25,2367.0,2463.38,2813.725,136.9431000221639
2019-11-26,2459.0,2457.0,2814.65,138.42994825800832
2019-11-27,2395.0,2447.3,2815.895,138.67026962605624
2019-11-28,2421.0,2439.02,2816.495,138.19366720358286
2019-11-29,2414.0,2433.24,2816.615,137.8040796486747
2019-12-02,2378.0,2426.66,2816.73,136.9444219844162
2019-12-03,2325.0,2420.86,2816.89,136.8029920019728
2019-12-04,2311.0,2416.36,2817.21,136.92830576452192
2019-12-05,2318.0,2410.3,2817.19,136.70414821040805
2019-12-06,2276.0,2401.16,2816.295,137.57148194186303
2019-12-09,2259.0,2392.94,2814.96,137.01979469380777
2019-12-10,2168.0,2382.9,2812.695,138.1549188744202
2019-12-11,2092.0,2372.28,2808.995,140.06976915054625
2019-12-12,2061.0,2359.8,2805.095,145.21139960318177
2019-12-13,2042.0,2347.12,2801.08,150.88118184347937
2019-12-16,2094.0,2335.94,2797.355,148.86822067331607
2019-12-17,2221.0,2329.74,2794.24,139.7695969439972
2019-12-18,2135.0,2322.62,2790.275,129.83308913557113
2019-12-19,2160.0,2315.26,2785.35,119.99350557139655
2019-12-20,2146.0,2307.54,2779.58,116.19457027297774
2019-12-23,2219.0,2303.7,2774.3,114.74610152895988
2019-12-24,2244.0,2300.98,2770.345,112.2895733176704
2019-12-25,2232.0,2299.08,2765.905,111.22722419579326
2019-12-26,2242.0,2298.78,2761.365,110.28343838315706
2019-12-27,2250.0,2298.28,2755.965,110.01707808911657
2019-12-30,2235.0,2297.48,2750.44,110.08327046733312
2020-01-06,2142.0,2294.08,2744.175,111.71836511268275
2020-01-07,2206.0,2291.76,2738.705,111.05772031417592
2020-01-08,2203.0,2289.8,2734.22,110.87159394917165
2020-01-09,2175.0,2286.44,2729.57,110.40281522315367
2020-01-10,2215.0,2281.26,2724.745,107.81516750824066
2020-01-14,2175.0,2274.78,2720.57,99.58663992010736
2020-01-15,2104.0,2266.02,2716.04,96.59788079826104
2020-01-16,2102.0,2258.54,2711.35,90.55781159779491
2020-01-17,2101.0,2251.54,2706.105,83.36975525906524
2020-01-20,2087.0,2242.68,2701.015,78.02490024007517
2020-01-21,2040.0,2232.26,2695.615,77.69883651255482
2020-01-22,2041.0,2221.6,2689.745,77.0571142113247
2020-01-23,1999.0,2210.88,2683.765,77.39185261109304
2020-01-24,1944.0,2208.62,2676.51,83.09850130744042
2020-01-27,1909.0,2203.86,2669.08,90.68680472773639
2020-01-28,1875.0,2198.84,2661.48,101.85502995158974
2020-01-29,1851.0,2192.46,2653.735,113.25314945762626
2020-01-30,1852.0,2185.92,2646.595,122.72185633778108
2020-01-31,1923.0,2178.36,2640.21,126.78570933648831
2020-02-03,2008.0,2173.56,2634.275,127.9877149277081
2020-02-04,2050.0,2168.52,2628.775,126.26456897844635
2020-02-05,2129.0,2164.52,2623.72,126.20458213443213
2020-02-06,2165.0,2161.78,2618.47,126.29623996733848
2020-02-07,2338.0,2161.96,2613.485,133.59891939821327
2020-02-10,2197.0,2158.56,2607.845,132.992800773101
2020-02-12,2275.0,2154.88,2602.82,134.25556774773565
2020-02-13,2314.0,2153.26,2598.39,137.77852042193527
2020-02-14,2344.0,2151.72,2593.235,142.4575314817175
2020-02-17,2323.0,2149.9,2587.75,145.55125494510312
2020-02-18,2311.0,2148.56,2582.405,148.4217972033081
2020-02-19,2449.0,2151.04,2578.425,160.558454281865
2020-02-20,2395.0,2152.72,2574.425,167.46659986089148
2020-02-21,2448.0,2155.32,2570.915,176.86922566831169
2020-02-25,2441.0,2158.62,2567.42,185.25826955033347
2020-02-26,2391.0,2161.26,2563.0,190.21188729668793
2020-02-27,2388.0,2165.66,2557.89,194.9883108786594
2020-02-28,2443.0,2172.68,2552.93,201.36180338403634
2020-03-02,2299.0,2177.44,2547.025,202.2409510926333
2020-03-03,2286.0,2182.32,2541.205,202.64272676966718
2020-03-04,2319.0,2186.82,2535.65,203.24584795917963
2020-03-05,2394.0,2190.28,2531.47,204.41564879251936
2020-03-06,2301.0,2193.6,2527.9,202.79962649312094
2020-03-09,2186.0,2194.12,2524.51,198.86157606934484
2020-03-10,2197.0,2195.14,2520.65,192.07831556515436
2020-03-11,2170.0,2194.16,2516.7,182.8829661569032
2020-03-12,2015.0,2189.58,2511.965,174.98510938291088
2020-03-13,2028.0,2185.5,2507.49,164.0572825388289
2020-03-16,1835.0,2177.36,2502.22,165.4881181275002
2020-03-17,1946.0,2171.28,2497.29,163.98950414970622
2020-03-18,1890.0,2164.38,2492.55,171.15745590726056
2020-03-19,1630.0,2154.14,2486.805,201.84898474770776
2020-03-23,1639.0,2142.8,2480.665,228.2536927978698
2020-03-24,1927.0,2137.28,2475.1,234.00360789045413
2020-03-25,2130.0,2136.38,2470.25,232.9745410589138
2020-03-26,2184.0,2135.76,2465.92,232.98669489909142
2020-03-27,2201.0,2136.28,2460.925,232.51929594876222
2020-03-30,2123.0,2136.66,2455.865,231.73761668859052
2020-03-31,2100.0,2136.62,2451.735,230.34284542130675
2020-04-01,2060.0,2135.8,2446.785,229.70216598341798
2020-04-02,1952.0,2133.1,2441.985,231.49429873072492
2020-04-03,1883.0,2129.96,2437.435,230.09615431355581
2020-04-06,1970.0,2128.54,2432.71,226.91829508367294
2020-04-07,2089.0,2130.34,2427.905,218.66039642678788
2020-04-08,2073.0,2132.92,2422.57,209.82118550103638
2020-04-09,2095.0,2136.64,2417.745,202.57934730378093
2020-04-10,2071.0,2140.56,2412.8,194.70940327611527
2020-04-13,2050.0,2144.54,2408.08,182.35685931144477
2020-04-14,2146.0,2150.42,2403.9,177.75806883088546
2020-04-15,2211.0,2156.18,2399.655,175.01994960182043
2020-04-16,2430.0,2164.62,2396.655,181.71831175638093
2020-04-17,2557.0,2174.76,2395.15,193.9447989956789
2020-04-20,2697.0,2186.12,2394.13,221.72164645282174
2020-04-21,2463.0,2192.08,2391.945,231.70878472674087
2020-04-22,2441.0,2194.14,2390.15,239.6649097500928
2020-04-23,2556.0,2201.32,2388.52,253.50330655986411
2020-04-24,2508.0,2205.98,2386.77,262.73806938365635
2020-04-27,2518.0,2210.06,2384.66,271.3017258271393
2020-04-28,2658.0,2216.34,2383.305,280.24951116059
2020-04-30,2713.0,2224.14,2382.53,293.4753803142218
2020-05-01,2718.0,2232.28,2381.595,302.2336026564798
2020-05-07,2899.0,2241.28,2381.46,304.67302239403267
2020-05-08,2940.0,2252.18,2381.735,304.53801642533523
2020-05-11,2901.0,2261.24,2381.755,313.8436557107484
2020-05-12,2857.0,2269.56,2381.73,324.58826970115206
2020-05-13,2841.0,2278.56,2381.775,333.7251760108155
2020-05-14,2840.0,2287.6,2381.935,341.5015524779192
2020-05-15,2810.0,2294.94,2381.915,344.47494779036356
2020-05-18,2815.0,2305.26,2381.86,345.2387413164234
2020-05-19,2802.0,2315.58,2382.48,342.2539623037909
2020-05-20,2942.0,2328.04,2383.235,336.92941380214694
2020-05-21,3000.0,2340.16,2384.13,326.0556489418597
2020-05-22,2922.0,2352.58,2384.785,313.36798720082976
2020-05-25,3015.0,2369.16,2385.79,308.3484538075676
2020-05-26,2920.0,2383.62,2386.115,295.3915850286656
2020-05-27,3000.0,2400.22,2386.68,283.29942122949285
2020-05-28,3050.0,2420.92,2387.51,267.2946628378673
2020-05-29,3210.0,2444.56,2388.97,252.41454682382252
2020-06-01,3380.0,2475.46,2391.215,251.81256484951587
2020-06-02,3355.0,2503.64,2393.205,248.15150174055265
2020-06-03,3410.0,2534.04,2395.56,258.6076689442543
2020-06-04,3275.0,2566.94,2397.425,262.9841654251586
2020-06-05,3230.0,2598.76,2399.3,268.0202621436289
2020-06-08,3220.0,2624.62,2400.99,261.0387384824424
2020-06-09,3125.0,2644.52,2401.86,246.8020752907382
2020-06-10,3165.0,2664.14,2404.22,238.37777658123912
2020-06-11,3075.0,2681.62,2407.495,222.60723620132927
2020-06-12,3115.0,2701.46,2410.28,205.25571659615534
2020-06-15,2999.0,2719.44,2412.7,194.43228292564243
2020-06-16,3175.0,2741.74,2416.115,187.60739146774623
2020-06-17,3295.0,2768.6,2419.785,183.67938396007537
2020-06-18,3325.0,2797.44,2423.76,187.80244266585854
2020-06-19,3255.0,2823.14,2427.385,189.25912419736252
2020-06-22,3285.0,2847.06,2431.01,189.8970562015683
2020-06-23,3320.0,2872.0,2434.71,189.0980679709429
2020-06-24,3300.0,2896.1,2438.535,185.4768319020255
2020-06-25,3295.0,2920.58,2443.155,180.23568542008806
2020-06-26,3425.0,2948.08,2447.92,176.80055650819506
2020-06-29,3400.0,2973.16,2452.665,169.94544425487462
2020-06-30,3330.0,2995.54,2456.89,156.6825658354487
2020-07-01,3570.0,3018.34,2461.8,163.68096596943604
2020-07-02,3520.0,3037.6,2466.565,167.64607286520132
2020-07-03,3660.0,3056.86,2472.205,174.58630576570835
2020-07-06,3745.0,3082.5,2477.73,189.94399961173698
2020-07-07,3725.0,3108.18,2483.29,194.0094914137409
2020-07-08,3740.0,3131.86,2488.78,200.46097450338857
2020-07-09,3820.0,3158.1,2493.99,212.0093903797494
2020-07-10,4030.0,3188.34,2499.74,242.86646442073345
2020-07-13,4130.0,3217.78,2506.215,278.30084606328035
2020-07-14,4065.0,3244.82,2513.025,302.5536980932186
2020-07-15,4215.0,3274.76,2520.565,334.3647072752472
2020-07-16,4160.0,3299.98,2528.29,355.7483354295799
2020-07-17,4210.0,3325.38,2536.66,375.4547342506973
2020-07-20,4420.0,3355.76,2545.655,404.82015873661425
2020-07-21,4430.0,3387.22,2554.14,425.69338839067905
2020-07-22,4505.0,3420.5,2563.315,447.49880754993967
2020-07-27,4375.0,3451.2,2571.84,452.68116840650913
2020-07-28,4440.0,3483.8,2580.925,458.77508575590946
2020-07-29,4305.0,3513.6,2589.025,447.99117396888545
2020-07-30,4350.0,3544.56,2597.395,444.41195163791207
2020-07-31,4420.0,3574.12,2606.23,445.915176718155
2020-08-03,4735.0,3608.82,2617.25,461.71793150781923
2020-08-04,4815.0,3646.68,2628.87,473.5660752061998
2020-08-05,4740.0,3681.18,2639.93,476.7601688697231
2020-08-06,4660.0,3715.98,2650.57,472.9815249970161
2020-08-07,5170.0,3759.38,2664.365,493.35611744528603
2020-08-11,5030.0,3798.98,2677.615,495.7855719293681
2020-08-12,4850.0,3831.78,2690.23,490.0451832323145
2020-08-13,4810.0,3860.38,2702.995,476.2245256710033
2020-08-14,4865.0,3890.58,2715.945,454.16008115018457
2020-08-17,4720.0,3916.78,2728.17,437.1497284197586
2020-08-18,4935.0,3949.98,2741.285,419.90916505424036
2020-08-19,5020.0,3985.78,2754.775,410.2872907116888
2020-08-20,4920.0,4019.78,2767.87,396.7401651215658
2020-08-21,5100.0,4059.28,2781.655,384.92203270839855
2020-08-24,5140.0,4098.78,2794.985,370.0660472271706
2020-08-25,5000.0,4137.28,2807.49,348.64685060499147
2020-08-26,4975.0,4174.48,2819.655,336.0750463536482
2020-08-27,4990.0,4214.3,2832.225,326.7087704510742
2020-08-28,4650.0,4243.8,2843.22,305.5722444066568
2020-08-31,4810.0,4274.1,2854.62,292.1216484125437
2020-09-01,4975.0,4307.1,2866.69,275.85087800576076
2020-09-02,5190.0,4345.8,2879.77,268.16902587133166
2020-09-03,5080.0,4381.7,2892.495,264.824220599418
2020-09-04,4880.0,4412.9,2906.61,255.72238224607253
2020-09-07,4835.0,4443.6,2920.05,248.92764262806375
2020-09-08,4890.0,4475.5,2933.87,234.0547141063377
2020-09-09,4875.0,4504.5,2947.395,221.33483502467357
2020-09-10,4795.0,4532.4,2960.475,195.7306529538597
2020-09-11,4715.0,4560.1,2972.545,171.9208585634464
2020-09-14,4580.0,4580.3,2984.205,158.94768892968872
2020-09-15,4735.0,4604.6,2996.37,158.94768892968872
2020-09-16,4870.0,4628.8,3009.075,158.34897079463846
2020-09-17,4825.0,4650.4,3021.69,156.25428729749368
2020-09-18,4755.0,4671.0,3033.82,152.20987099259796
2020-09-23,5000.0,4696.2,3046.985,144.77499387177278
2020-09-24,4730.0,4714.4,3058.34,145.4048055301528
2020-09-25,4710.0,4728.0,3069.915,148.73653710928457
2020-09-28,4650.0,4738.4,3081.06,154.07501158656305
2020-09-29,4790.0,4752.9,3092.94,154.82990295989975
2020-09-30,4850.0,4765.6,3105.3,152.24601989776244
2020-10-02,4910.0,4780.6,3118.225,151.97823876288507
2020-10-05,4985.0,4796.1,3131.595,150.95633836295602
2020-10-06,4985.0,4807.4,3144.93,152.10637913877864
2020-10-07,5390.0,4826.6,3160.5,174.42195171874567
2020-10-08,5550.0,4847.5,3176.955,207.9003546684358
2020-10-09,5470.0,4869.4,3193.465,232.06525291217622
2020-10-12,5820.0,4897.0,3212.105,284.8883628903461
2020-10-13,5810.0,4927.1,3230.85,325.9334957904103
2020-10-14,5760.0,4955.3,3249.44,350.4005917698197
2020-10-15,5550.0,4977.9,3266.72,361.88824718173953
2020-10-16,5500.0,4993.2,3283.115,371.60033684702626
2020-10-19,5590.0,5008.7,3300.39,383.7916176092465
2020-10-20,5610.0,5026.1,3317.64,396.59401198810735
2020-10-21,5440.0,5041.7,3334.11,399.99586923153856
2020-10-22,5080.0,5039.9,3348.415,396.90555928142516
2020-10-23,4900.0,5037.3,3361.695,396.7208984467077
2020-10-26,4625.0,5032.8,3373.66,404.3294434623453
2020-10-27,4775.0,5032.1,3386.325,404.8646715865016
2020-10-28,4495.0,5024.7,3397.55,413.94430187824366
2020-10-29,4490.0,5020.1,3408.825,418.0833387745975
2020-10-30,4400.0,5009.4,3420.115,432.0853270883576
2020-11-02,4340.0,4995.8,3430.785,451.2575340855389
2020-11-04,4585.0,4989.1,3442.695,457.64040619170225
2020-11-05,4500.0,4977.1,3454.32,465.6356426693879
2020-11-06,4515.0,4964.6,3465.82,475.49517444400675
2020-11-09,4550.0,4955.6,3477.695,480.4794360903944
2020-11-10,4015.0,4936.4,3487.25,511.72246878309727
2020-11-11,4210.0,4920.8,3497.79,528.0749032554688
2020-11-12,4290.0,4913.6,3508.735,542.0808142661014
2020-11-13,4340.0,4904.2,3520.0,553.7267677594526
2020-11-16,4390.0,4892.5,3531.75,563.0606018709781
2020-11-17,4370.0,4876.1,3543.395,572.1859927897796
2020-11-18,4250.0,4859.5,3554.65,584.532822593953
2020-11-19,4290.0,4847.7,3566.38,586.3900863191094
2020-11-20,4230.0,4835.6,3577.985,581.5836485234819
2020-11-24,4580.0,4829.4,3591.51,569.128694817234
2020-11-25,4410.0,4820.1,3604.305,537.3288554047473
2020-11-26,4385.0,4811.9,3616.97,500.23905204952183
2020-11-27,4655.0,4810.7,3630.63,456.94814716267837
2020-11-30,4780.0,4814.7,3644.49,424.8811869081857
2020-12-01,4865.0,4817.3,3658.565,394.22370246626485
2020-12-02,4755.0,4815.0,3671.695,348.6494468396771
2020-12-03,4595.0,4810.4,3683.845,288.3469035408797
2020-12-04,4495.0,4805.2,3694.63,232.4863115486069
2020-12-07,4355.0,4792.3,3705.42,206.9719426817951
2020-12-08,4495.0,4787.6,3716.52,191.3280867557464
2020-12-09,4385.0,4781.1,3726.875,189.53178849623106
2020-12-10,4500.0,4778.1,3737.655,180.1740059325945
2020-12-11,4345.0,4769.2,3747.765,180.97604147016938
2020-12-14,4300.0,4758.2,3757.71,182.68157397852153
2020-12-15,4295.0,4745.9,3766.94,184.45508439976726
2020-12-16,4240.0,4731.0,3776.165,187.12771470095277
2020-12-17,4465.0,4720.6,3786.25,185.0225211517213
2020-12-18,4475.0,4702.3,3796.42,184.74469802481937
2020-12-21,4430.0,4679.9,3806.615,184.00680896948438
2020-12-22,4415.0,4658.8,3816.75,182.48043510307684
2020-12-23,4500.0,4632.4,3827.035,166.09580395651093
2020-12-24,4480.0,4605.8,3837.94,160.6341599204194
2020-12-25,4400.0,4578.6,3848.51,158.20327386648623
2020-12-28,4445.0,4556.5,3859.14,156.86448137563454
2020-12-29,4530.0,4537.1,3869.82,157.02340772865037
2020-12-30,4575.0,4516.8,3881.19,157.55896542631942
2021-01-04,4895.0,4502.5,3894.735,170.80110433303457
2021-01-05,4960.0,4492.9,3908.55,187.35768545446717
2021-01-06,5050.0,4492.3,3922.95,204.4609537520537
2021-01-07,5240.0,4499.1,3939.075,241.5884336311892
2021-01-08,5370.0,4514.0,3955.785,281.6762733857947
2021-01-12,5530.0,4529.1,3974.26,326.98658976334195
2021-01-13,5830.0,4555.8,3993.68,393.93275725862304
2021-01-14,5450.0,4575.0,4011.48,418.79688792221805
2021-01-15,5680.0,4600.6,4031.73,455.4486230914122
2021-01-18,5620.0,4626.2,4051.635,484.4593206176697
2021-01-19,5320.0,4640.9,4068.6,494.7019304591406
2021-01-20,5100.0,4652.9,4083.45,495.4779707920726
2021-01-21,5290.0,4668.4,4098.98,496.63164267467573
2021-01-22,5250.0,4682.4,4114.225,498.7023678750054
2021-01-25,5140.0,4704.9,4129.31,493.6872759518727
2021-01-26,5240.0,4725.5,4145.01,493.01488634818935
2021-01-27,5270.0,4745.1,4161.06,486.28905008223563
2021-01-28,5140.0,4761.1,4177.0,472.9931896668936
2021-01-29,5040.0,4774.1,4192.785,456.46014291388326
2021-02-01,5090.0,4788.5,4208.385,434.87757558550106
2021-02-02,5070.0,4804.9,4223.29,422.7185213305167
2021-02-03,5120.0,4821.5,4238.525,409.8557357631184
2021-02-04,5340.0,4843.7,4254.75,395.9008351397651
2021-02-05,4970.0,4851.5,4269.245,376.26724575742753
2021-02-08,5140.0,4866.1,4284.695,358.94741554499564
2021-02-09,5160.0,4881.6,4299.765,338.05601283823745
2021-02-10,5560.0,4899.7,4316.51,315.8932327270602
2021-02-12,6160.0,4927.3,4335.16,332.92262053570477
2021-02-15,6140.0,4952.8,4353.075,344.4784496871216
2021-02-16,5970.0,4977.1,4369.44,338.55087564838806
2021-02-17,5520.0,4995.6,4384.725,329.4690957547648
2021-02-18,5440.0,5014.5,4399.72,320.9869836584527
2021-02-19,5530.0,5038.0,4414.59,316.1725122006259
2021-02-22,5490.0,5057.9,4429.5,315.35803407422935
2021-02-24,5250.0,5075.2,4443.16,316.49753499065815
2021-02-25,5360.0,5092.4,4456.67,315.51745493364814
2021-02-26,5120.0,5107.9,4468.705,307.8589391860705
2021-03-01,5260.0,5127.1,4481.415,308.01850966921086
2021-03-02,5480.0,5150.8,4494.32,302.96162649158737
2021-03-03,5440.0,5174.8,4506.82,299.24425882007
2021-03-04,5250.0,5190.5,4518.565,299.7318725165716
